,Value,System,Privacy,Spam,Finance,Others,commentid,appid
2779,广告扰人呀,0,0,1,0,0,3138393,6741
2780,我就说一句，这个版本依然有推广下载广告,1,0,1,0,0,2374451,41965
2781,有广告，点取消了有时还,0,0,1,0,0,758327,53154
2782,进不去，广告太多，一星也不想,0,0,1,0,0,3851331,83511
2783,一直出现升级的广告，超烦,0,0,1,0,0,4074044,94160
2784,这种垃圾也有人推荐？一堆广告，强制下载并且安装，真恶心，模型建的一塌糊涂，已举报不,1,0,1,0,0,3112934,258928
2785,广告太多，总是跳出好评提示，还让不让人愉快玩耍了,0,0,1,0,0,3314830,325275
2786,有广告就差评,0,0,1,0,0,3874039,145
2787,广告真鸡儿,0,0,1,0,0,4219659,74762
2788,广告啊，受不了，打发时间,0,0,1,0,0,1300867,98117
2789,软件不行，广告还一大堆，只能听还不能看，体验也不好，太让我失望了，看在我是个戏曲迷的分上给你一颗星,0,0,1,0,0,3127879,93224
2790,广告太多了，给三颗星,0,0,1,0,0,3646856,51446
2791,没有广告会更好,0,0,1,0,0,1899583,25993
2792,广告乱,0,0,1,0,0,2722352,70332
2793,广告，好讨厌，同意的，点,0,0,1,0,0,4342526,446838
2794,广告太多了，烦死,0,0,1,0,0,3634152,77218
2795,很多歌曲没有原唱！！！！这是怎么搞的？？？？老是通知栏跳广告！！！,0,0,1,0,0,3184576,9180
2796,垃圾，好多广告。。😡😡,0,0,1,0,0,4602215,70869
2797,垃圾广告,0,0,1,0,0,4577891,88871
2798,简直就是个渣渣，完全就是个广告浏览,0,0,1,0,0,3751247,50192
2799,一点都不好玩，好多广告，有毒。,0,0,1,0,1,3438608,420167
2800,广告积,0,0,1,0,0,2108925,53021
2801,操气，闪退。还一堆垃圾广,0,0,1,0,0,3923528,84701
2802,垃圾垃圾太垃圾了。发两篇博文当自己文章备份，第二天就显示被封杀了，没发广告没发违法内容也封杀。赶紧去,0,0,1,0,0,4321264,63148
2803,广告真心多！不到一分钟连续关了10个广告！贼特么不爽！能不能别加广告！游戏体验贼差,0,0,1,0,0,4137506,24652
2804,除了广告其他都还可,0,0,1,0,0,1102706,31828
2805,垃圾，广告那么多，重点是编辑合成好的图片没,0,0,1,0,0,4624544,65122
2806,之前很好用，应该给五星的。横向纵向都可以拼接，最多9张图，没有广告，操作也很简单,0,0,1,0,0,3301078,232926
2807,一颗心都不想给，进不去，我没点到那个广告它就说已经支付成功了，还骗了我88元，请大家帮帮忙给我评评理呀！呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜😲😲😲😲😲😲😲😲😲😲😲😲😲😲😲😖😖😖😖😖😖😖😖😖😖😖😖😫😫😫😫😫😫😫😫😫😫😫😫😫😫👄👄👄👄👄👄👄👄👄👄👄💔💔💔💔💔💔💔💔💔💔💔💔💔💘,0,0,1,0,0,4461740,420781
2808,增加了广告。然后变卡了，打字时候迟迟出不来界面。对不起我要卸载,0,0,1,0,0,4092273,81942
2809,刚下载没有广告，用了一天完了全是广,0,0,1,0,0,4406657,440188
2810,太多广告，还自动下,1,0,1,0,0,4327316,276811
2811,中介太多了，给自己打广告 发假信,0,0,1,0,0,4138330,22704
2812,卸载了，多那么多广告，有,0,0,1,0,0,4030075,6450
2813,一直闪退！这么简单的问题就没有人员去修复吗？还有想我们一直打开浏览你们的广告！来收取广告,0,0,1,0,0,4613371,2726
2814,越更新越卡，更新后并没有什么新的玩点，越更新越垃圾，现在不仅不好玩了，还有广告了，玩几分钟，蹦出来好几个广告，还给我下了个软件，停都停不掉，勒,0,0,1,0,0,4555671,25940
2815,烂游戏广告好,0,0,1,0,0,3625467,57311
2816,垃圾软件 广告一点就下载了这个软,1,0,1,0,0,4459237,334456
2817,有广告自动现在软件，不要下,0,0,1,0,0,3758328,69103
2818,垃圾游戏，死一次广告出来一次，m,0,0,1,0,0,4581240,88871
2819,很好玩，但是就是广告太多,0,0,1,0,0,4473529,99348
2820,全是广告→_,0,0,1,0,0,2166354,98047
2821,广告太多不好玩。😡💔,0,0,1,0,0,3570784,91544
2822,贴吧已经不是以前的贴吧，真的越做越垃圾 也不期望改进了 真垃圾没以前好 广告还他妈,0,0,1,0,0,3749162,315
2823,好我是觉对不赞成的，每点一个图就出现广告这种情况我也是醉了，我只是告诉大家别上当，不要下载这个垃圾软,0,0,1,0,0,2472936,98047
2824,游戏进行中突然出现广告，影响心情！而且点击广告取消键还能下载，果断卸载,1,0,1,0,0,4713825,110889
2825,广告太多，怎么去都去不掉，气死我啦～～～,0,0,1,0,0,1337082,74191
2826,差评，广告全部都盖住了。没见过这么差的游,0,0,1,0,0,3693080,57311
2827,每个操作蹦广告 修后的图跟原图完全不一,0,0,1,0,0,3946506,397257
2828,大部分都是吸取眼球的文章，绑定的账号泄露个人信息，还有广告和流氓后台程序！请谨慎下,1,1,1,0,0,4543782,464663
2829,腾讯广告体育,0,0,1,0,0,3981945,39312
2830,就不能有个良心软件吗～你可以在下载的时候购买～不要有那么多广,0,0,1,0,0,1315371,74299
2831,广告，广告，广告，重要的事情说三遍,0,0,1,0,0,4576156,140
2832,辣鸡游戏，广告插件，还自动下,1,0,1,0,0,2999228,121080
2833,根本不能回帖，还都是广告！！,0,0,1,0,0,2462356,56615
2834,广告啊！,0,0,1,0,0,3661709,23257
2835,垃圾一堆广告垃圾游,0,0,1,0,0,4615329,25940
2836,就是广告特别,0,0,1,0,0,3937575,34140
2837,好玩  但是广告好,0,0,1,0,0,584224,16926
2838,广告。。。无语。。,0,0,1,0,0,1311925,8023
2839,垃圾垃圾，启动不了，小米6.启动后闪退弹出广告，白浪费我流,0,0,1,0,0,4259264,102875
2840,广告多就算了，翻译也不行😒,0,0,1,0,0,1923847,50739
2841,广告太多了吧 怎么,0,0,1,0,0,3605518,57311
2842,还好就是有广告给2,0,0,1,0,0,3183667,72760
2843,广告荡,0,0,1,0,0,792256,24283
2844,垃圾 有广,0,0,1,0,0,974309,267
2845,不喜欢现在有那么多广,0,0,1,0,0,3475161,51676
2846,草泥马闪退，有个屁用，还在地铁做广,0,0,1,0,0,3610412,18990
2847,千万别玩有广告,0,0,1,0,0,3726363,421858
2848,广告多，英,0,0,1,0,0,4416146,461005
2849,小米应用下的软件都被小米改过了！加了那么多垃圾广告,0,0,1,0,0,2525577,70342
2850,广告太多,0,0,1,0,0,4671614,276811
2851,老是有广告，不好玩,0,0,1,0,0,3141190,120379
2852,垃圾，就是要你点广告,0,0,1,0,0,2186702,53021
2853,百姓网～看广告倒贴流,0,0,1,0,0,56946,3726
2854,太多广告，倒是蛮好,0,0,1,0,0,2177215,48557
2855,广告老是无意弹出整个平面，如果广告小的话可以，但老是弹出来在整个封面上，很不方,0,0,1,0,0,2451127,93436
2856,死一次出一个广告，几个意,0,0,1,0,0,4585768,88871
2857,广告太多，扣2,0,0,1,0,0,3916937,78473
2858,广告很讨厌  很容易点到就下载  ,1,0,1,0,0,4305543,79883
2859,广告太多了！还有时候不稳定,0,0,1,0,0,3331112,16803
2860,垃圾，广告多还没用,0,0,1,0,0,1167010,74191
2861,广告的位置毁了这个游,0,0,1,0,0,799954,24595
2862,全是广告，耍个,0,0,1,0,0,4175195,459208
2863,太难玩了，而且广告奇,0,0,1,0,0,1511905,90641
2864,广告太烦人了  这没无线网的，点一下随便下，那不亏死了，求你把广告删掉吧，要不然没人用了，看一会就冒出来，真的很扫,0,0,1,0,0,1486390,57
2865,游戏是好为什么有广告 小孩一不小心按到了又玩不了,0,0,1,0,0,3406412,11603
2866,闪退一个，广告干扰阅读一个，阅读历史目录显示bug一个越做越,0,0,1,0,0,3852070,83027
2867,广告真恶心,0,0,1,0,0,3544826,84880
2868,还可以，就是广告太多太长,0,0,1,0,0,2956765,23257
2869,垃圾软件，复杂不说，还有广,0,0,1,0,0,2586310,75089
2870,能玩，广告不,0,0,1,0,0,874673,71663
2871,有广告。。。,0,0,1,0,0,2134257,77963
2872,有广告，，,0,0,1,0,0,4512627,94160
2873,有的时候根本跳不起来，而且总是有广告出来，结束游戏后如果不点返回首页根本退不出去23333挺智障的一个游戏，但是无聊时可以玩,0,0,1,0,0,3631502,105785
2874,特意下载后差评！！！开车导航时，它无休无止无耻的自启浏览器广告。一边开车一边不停关浏览器广告一边导航，太危险了！果断卸载！！,0,0,1,0,0,4117073,145
2875,真的是太特垃圾了，全部都是广告，动不动就是自动下载，动不动就是闪退，垃圾！！！！,1,0,1,0,0,4050639,442955
2876,广告啊，新闻啊，简直就是毒瘤啊，再好也要卸载。好好的加个新闻，无法,0,0,1,0,0,2874984,4125
2877,收藏小，广告,0,0,1,0,0,2745323,9180
2878,垃圾弹广告,0,0,1,0,0,4167350,145
2879,我超鸟妈都是广,0,0,1,0,0,4162610,427456
2880,广告多的要死一不小心就点,0,0,1,0,0,3765237,84927
2881,好多广告，色彩也不跟图片一,0,0,1,0,0,2626583,69628
2882,穷凶极恶的垃圾软件，以前有点名气，开始乱打广告，不小心点了直接就下载安装费流量了，垃圾软,1,0,1,0,0,4107001,32854
2883,反复登录、网络延迟、广告多、什么问题都有=差,0,0,1,0,0,1852296,98870
2884,太烂，拼图界面都大么大一块地方打广告，各种…,0,0,1,0,0,1135746,76590
2885,千万别更新，越更越烂。本来旧版本用的挺好的，今天看更新提示说修复各种问题，手贱更新了，结果各种广告，烦死了，而且用着也没以前好了。现在去删了，以后再也不用这个了,0,0,1,0,0,1631860,1098
2886,游戏还不错，但广告多到了变态的地步！游戏过程中会一直不停地自动下载各种软件！不建议玩！超级差评！！,1,0,1,0,0,2977960,325275
2887,广告嗷嗷,0,0,1,0,0,2267963,98047
2888,已经玩了一整天，谈谈吧…广告就在鱼竿旁边一直不停闪烁，很影像看漂注意力 并且很容易点到。而且总是突然给我在后台下载一大堆软件 一直下到内存满了弹出内存不足的提示才发现，已经好几次了 没办法卸了吧,1,0,1,0,0,1902853,61245
2889,一点都不好 很多广,0,0,1,0,0,3376580,54510
2890,根本打不开，还有广告，什么玩意，做的起就做，做不起就不做，别广告，真恶,0,0,1,0,0,4067802,24652
2891,好多的广,0,0,1,0,0,980772,13264
2892,广告真特码恶心,0,0,1,0,0,4232045,442955
2893,还行，广告挺烦人,0,0,1,0,0,3926391,24652
2894,好多广告垃,0,0,1,0,0,1474285,70675
2895,关完广告就闪退   这游戏是为了给我们看广告,0,0,1,0,0,4127380,426552
2896,垃圾，好多广告，还找水军刷好,0,0,1,0,0,1419815,99434
2897,开屏广告太倒胃口,0,0,1,0,0,3454330,51676
2898,你一进去就是一批黑屏。我都不习惯，完了有时不是黑屏，有时就是黑屏的，特别是鄂老师要我上那个。玩什么嘞？那个小米游戏那个登陆账号的那个小名什么的么得。哎，那个，额，小米那个。进去就要上那些广告我了，还上那个小米游戏的账号呢？什么鬼游戏？我简直就想给异,0,0,1,0,0,4129098,463203
2899,mb有广,0,0,1,0,0,1813499,58950
2900,超级差评，史上最多广告的app，软件没有半点作用，为广告为目的而生的,0,0,1,0,0,3795657,234874
2901,原来是它在弹出广告啊。这是在作死吗,0,0,1,0,0,3985268,145
2902,广告辣鸡！！,0,0,1,0,0,2664019,12680
2903,呱呱呱呱呱呱广告,0,0,1,0,0,1692129,70342
2904,拇指玩越来越不如从前了。老玩家已卸载，游戏全是和利益有关，哪个游戏给拇指玩钱多哪个游戏能上榜单。去下几个排行榜的游戏就知道。游戏质量差，广告满屏,0,0,1,0,0,3710159,44411
2905,麻痹  前天看到说频繁发布广告扣除我部分金额，剩下-0.01，现在抢了那么多红包，做了任务还是-0.01是几个意思！！！,0,0,1,0,0,1751770,90337
2906,天气不准就算了，还这么多广告,0,0,1,0,0,4747495,283
2907,好贱的游戏，在打游戏时突然出来一个广告不买就不让玩就退出去让你从新,0,0,1,0,0,3678761,81575
2908,垃圾 ，有广告就算了还TM闪,0,0,1,0,0,3857179,63853
2909,历史版本不见了，是否官方版，是否有广告也不显示了,0,0,1,0,0,1661458,2080
2910,去你大爷的，开发商不张脑子的，你过个给我试试，还这么多广告，死一次来一次广告，还把握节奏，节奏这么不好掌握么？你特么的好掌握我能死，放的什么破音乐，你这个叫节奏啊，你节奏大师啊你，一星都不想给，玩着就来气，本来游戏是为了好心情，你特么的是来报复社会的吧，这玩意儿还发出来，果断卸载，再给开发商留几句话，你有意见不，你有什么建议不，不要伤心，这么不会开发游戏吗，这么不会知道游戏体验吗，我问候一下你们全家女性好么，你们全家女性都好棒啊,0,0,1,0,0,4579006,88871
2911,反应慢，广告太多了，一会出来一个，一会又出来一个，一不注意就下载,1,0,1,0,0,3907747,83511
2912,辣鸡，又是骗充值，又可以看别人牌（别人也可以看你的，只要充钱就可以）广告一大,0,0,1,0,0,3961132,73637
2913,垃圾广,0,0,1,0,0,3121526,57311
2914,压根儿进不去，一进去黑屏就，写个广告，还有个什么图案,0,0,1,0,0,3736688,424023
2915,广告，游戏插件TM真,0,0,1,0,0,1803807,59734
2916,到处都是广告，好多想看的电影找不到，无法下载电影，无语,0,0,1,0,0,4163960,7030
2917,不要下载啊，我点开用就跳出广告来，点关闭还给我自动下载自动。好东西都给广告砍了,1,0,1,0,0,2274404,75089
2918,垃圾游戏，广告太,0,0,1,0,0,4653779,25940
2919,游戏不错，我喜欢有跳键，如果没有广告就更好,0,0,1,0,0,2149223,86294
2920,进都进不去，广告真恶心，一点登录就弹出广,0,0,1,0,0,4613409,97800
2921,一堆广告啊啊，烦,0,0,1,0,0,4254004,65122
2922,垃圾，越来越多广告,0,0,1,0,0,4338360,421915
2923,有广告。。。要点。。,0,0,1,0,0,3790238,65122
2924,应用太差，广告太长，但是没办法不得不用他来看NB,0,0,1,0,0,3865362,39312
2925,广告多，还一直要好评，什么呀,0,0,1,0,0,4210711,74762
2926,有广告不好,0,0,1,0,0,1745783,865
2927,"2:希望不要出某个广告,不要随便进入某个网页",0,0,1,0,0,2116850,34208
2928,垃圾，有广告还要积分才能用,0,0,1,0,0,721777,53021
2929,广告是可以用网络助手里的联网监控屏蔽的，老用户可以清理软件的缓,0,0,1,0,0,623626,13867
2930,全是英文，而且有一关还不知道怎么破，还有很多广,0,0,1,0,0,2927922,420167
2931,卧槽，全是广告。还自己下载,1,0,1,0,0,1759686,69667
2932,什么鸡      ………巴破游戏 全广告还进不,0,0,1,0,0,4053285,57311
2933,不好玩广告太多，太太太太大太太太太太太不好玩了,0,0,1,0,0,4298134,549244
2934,广告超级多！！一不留神就会点错然后下载！简单的通关后，下一大关打不开，评完就卸载，不,1,0,1,0,0,3183154,79446
2935,广告 都不会,0,0,1,0,0,4297213,45989
2936,花里胡哨，卡的不行，首页只顾做广告赚钱不顾用户体验,0,0,1,0,0,4665718,1023
2937,广告还敢再多点吗？一不小心点出了下载连停止都不行！！,1,0,1,0,0,2504702,97713
2938,功能还行，就是提示报警的声音能不能单独设计一下，有特殊声音，能识别是报警，还是系统推送的广告,0,0,1,0,0,4561461,75646
2939,一颗心，因为广告太多了！！！能把广告去了就可以满心了！！！😓😓,0,0,1,0,0,2451607,37383
2940,那个说别人给差评的是智商问题的，，，你才是智商有问题的吧，会不会玩智能手机？？？不要不懂装懂。这软件我手机都后台联网关闭了，还能绕过我的设置，继续联网显示广告新闻的，这就是偷偷联网消耗你手机流量的，你懂吗，你个白痴，都懒得给你说话，你个白痴，麻痹,0,0,1,0,0,2869037,4125
2941,得联网，广告太多，你一定会后悔下载的,0,0,1,0,0,2245153,168749
2942,小孩子玩的请不要搞那么多广,0,0,1,0,0,2811452,51669
2943,广告多的跟垃圾场一样…,0,0,1,0,0,4324661,428633
2944,广告太狠了，今天看nba直播，总决赛呀！我退出下有事，再进去是广告，90秒广告看完，比赛结束,0,0,1,0,0,3436121,39312
2945,广告打的开，视频看不了。,0,0,1,0,0,3104814,47277
2946,弹广,0,0,1,0,0,2555708,98047
2947,广告放在最上边小米应用商店还要点脸,0,0,1,0,0,3066421,9180
2948,全是广告，一星都不想给，但是不给不让评,0,0,1,0,0,3175197,258928
2949,广告什么的也就算了。。网络没问题的时候啥都刷新不出来，还闪退。。用不下去,0,0,1,0,0,2934732,51676
2950,米6完美闪退，还弹广告，也不知道怎么搞的，一星也不想,0,0,1,0,0,4260340,102875
2951,差评！！！   玩得正好的时候就冒出广告出来,0,0,1,0,0,3300430,258928
2952,坑人，刚下载玩，一不小心点了广告，坑了我28元,1,0,1,0,0,2803225,84880
2953,广告一大,0,0,1,0,0,4206558,84701
2954,老弹广告，这是玩游戏还是看广,0,0,1,0,0,2305991,94505
2955,掉不到？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？还有广告？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？,0,0,1,0,0,2973964,61245
2956,好多垃圾广,0,0,1,0,0,881621,59734
2957,广告太恶心,0,0,1,0,0,1726891,50192
2958,就是一广告！全部都是理财广告！全是坑啊,0,0,1,0,0,3622471,80062
2959,广告太多   严重影响游,0,0,1,0,0,3896628,78473
2960,广告让我选择卸载，祝你越来越,0,0,1,0,0,4143360,78473
2961,真心不好玩，根本不是格斗，而且还专门在下面腾出一个地方打广告,0,0,1,0,0,3709341,77940
2962,没法玩广告太,0,0,1,0,0,2507208,206079
2963,60秒广告,0,0,1,0,0,4378483,86928
2964,广告一大堆，强制下载关不掉，差,1,0,1,0,0,3286915,206079
2965,广告太多了，一点击就下载软件，真是,1,0,1,0,0,4436197,105502
2966,你吗批的广告一大,0,0,1,0,0,3720058,98047
2967,现在开始插入广告了,0,0,1,0,0,3408207,35262
2968,不介意有广告，但多少有点底线啊。让学生娃儿见了情何以堪！典型的负能量,0,0,1,0,0,2244740,4125
2969,辣鸡 广告一大堆 内容全是水 经常卡,0,0,1,0,0,4565952,440188
2970,无聊广告太,0,0,1,0,0,4061999,88871
2971,点了评论，但不是直接显示评论，优先显示评论上面的俩广告，需手动往下拉,0,0,1,0,0,4380370,41938
2972,好玩就是广告太多很烦,0,0,1,0,0,1238425,41266
2973,全是广告也是醉,0,0,1,0,0,3004774,258928
2974,有广告，而且不联网还不能,0,0,1,0,0,3307349,67086
2975,进不去，广告太多,0,0,1,0,0,4130238,420167
2976,太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太不好玩了，广告太多，一颗星都不想给,0,0,1,0,0,3763701,270785
2977,垃圾小米发什么广,0,0,1,0,0,4081938,43924
2978,怎么不能写字，还跳出那么多广,0,0,1,0,0,3114631,276811
2979,都不知道咋样开始，都是小广,0,0,1,0,0,3343124,94301
2980,图鉴是混乱的，就是比如混世魔王点开是白骨精。还有老是有广告，经常不小心就点了，一点就下个几百兆的安装包,0,0,1,0,0,1562415,83327
2981,希望不要搞这样的广告,0,0,1,0,0,3849599,82408
2982,加载慢，广告多，一不留神就下到了其它软,0,0,1,0,0,3654742,83511
2983,求你了。。不要再加广告了。。。什么app都要加一个小米商城。。。能不能检测到安装了小米商城就隐藏这一块,0,0,1,0,0,4624784,31067
2984,全是广告，好卡，不想給好評和星星,0,0,1,0,0,4511096,420781
2985,看了电视广告感觉不错的，请问哪里可以注,0,0,1,0,0,3795843,100260
2986,广告太TM多,0,0,1,0,0,4663361,34140
2987,玩着王者正在团战突然退到桌面弹广告，后台下软件，流量哗哗走。如果你想体验这个病毒，赶快下载吧,1,0,1,0,1,2916613,145
2988,新版必须必出全屏广告，不小心选中会下载软件！！有广告能理解，但也太流氓了,1,0,1,0,0,2252253,2757
2989,录像质量太差，照相更是不行，下侧有广告，说没广告的估计是没有联网吧,0,0,1,0,0,3954105,37970
2990,全尼玛的广,0,0,1,0,0,4426840,105502
2991,时不时的都蹦出广告,0,0,1,0,0,3874189,88871
2992,广告太长了，我都等不了了,0,0,1,0,0,4077707,420167
2993,垃圾软件，平均5分钟弹出一个广告,0,0,1,0,0,1300986,25252
2994,卡，闪退，还有垃圾广,0,0,1,0,0,3288713,278323
2995,垃圾 垃圾  广告多的要死 一颗星都不想,0,0,1,0,0,2908039,276811
2996,什么游戏不仅有广告心没有还要钱买差评给二颗吧,0,0,1,0,0,4411563,206079
2997,不准。广告太多,0,0,1,0,0,2696166,45989
2998,广告越来越多了，软件是好软件，体验越来越差了,0,0,1,0,0,4366183,34140
2999,虽然会有广告弹出来，但只是在联网的时候，总体上还是很实用的，点赞,0,0,1,0,0,2372079,57
3000,广告太讨厌了,0,0,1,0,0,1444658,89034
3001,广告频繁，游戏更新太多次，不满,0,0,1,0,0,4134197,67594
3002,zz啊，以前玩就没有广告的问题，现在广告多到死。已经不是影响游戏体验了，是TM根本没法玩了，没过几秒就弹一个广告出来直接死掉,0,0,1,0,0,3699379,78473
3003,还没玩，看评论说广告特别多，不敢玩，，卸,0,0,1,0,0,2490198,79446
3004,广告多得要死，辣鸡垃圾辣,0,0,1,0,0,4087941,44411
3005,妈个鸡，我只想看个课程表还给我这么多广,0,0,1,0,0,4275970,13398
3006,垃圾，全都是广,0,0,1,0,0,3850457,78473
3007,游戏还好吧，但我想问一句：广告，你是来霸屏的吗,0,0,1,0,0,2661433,79446
3008,我只说一句话：广告,0,0,1,0,0,2780826,77940
3009,有广告，进不,0,0,1,0,0,4053369,420167
3010,好玩之不过有广,0,0,1,0,0,1757063,60039
3011,垃圾，就是一个做广告的，专门坑广大老百姓！谁给他钱他就允许谁发贴，不给他钱的在帖子里面发几个数字都强制删帖！垃圾，垃圾，垃圾,0,0,1,0,0,2674817,54172
3012,一点也不好玩，英文看不懂，广告还,0,0,1,0,0,3549157,442955
3013,广告扰,0,0,1,0,0,4034160,82408
3014,广告太多了 一不小心就下载,1,0,1,0,0,2456049,50739
3015,就是个广告下载客户,1,0,1,0,0,3008378,421032
3016,垃圾，广告一,0,0,1,0,0,3971182,57311
3017,这是我玩过最差的版本，按键总失灵还一堆广告。以前通关的版本不会有这情,0,0,1,0,0,3378878,12829
3018,每一次，一上来就是广告，真烦人，还有一次就是我姐，在上面交了钱过关，但是钱他没有给我们过,0,0,1,0,0,3338516,12829
3019,广告太多了，照的照片也不知道存哪里了，选项都是纯英文的，每次用之前还得先百度翻,0,0,1,0,0,2601445,397257
3020,插广告进来一星不值！,0,0,1,0,0,4379378,74356
3021,恕我直言，广告加的那么耿直，你不怕砸招牌么,0,0,1,0,0,3470885,7083
3022,垃圾，点不动，老是有广,0,0,1,0,0,4619666,88871
3023,卡死，广告狗,0,0,1,0,0,4543560,4125
3024,妈的破游戏没进去就有一堆广,0,0,1,0,0,4155106,463590
3025,一星都不想给，就是因为你的垃圾广告。赶紧破产,0,0,1,0,0,4312824,73545
3026,今天比赛看了一场，看了五次150分钟的广告，就不说其他的还要各种会员了，真是太恶心了真,0,0,1,0,0,3866739,39312
3027,垃圾算是广告 还有特别恶心的推荐 看一眼就头皮发,0,0,1,0,0,3796916,315
3028,我就为了给个差评  亲自下载来评论的  先不说软件好坏  爱奇艺我办的是年卡  对爱奇艺也是相当热衷  但管理层我想给你们说的爱奇艺推送的头条广告太低俗无底线了  要记得爱奇艺不光是成年人用  我儿子 女儿都可以用  别为了那一个老鼠屎玷污了爱奇艺的名声负责爱奇艺头条开发的管理层可以解雇le   让我来帮,0,0,1,0,0,4134590,439732
3029,真心垃圾，广告又多，多到不能好好玩游戏。大家都别下载。给一星都算多,0,0,1,0,0,599612,27596
3030,广告很流畅，MV视频很卡，没网络，无法正常播放,0,0,1,0,0,4399682,2095
3031,不好玩 下面还有一个广告,0,0,1,0,0,3743916,77940
3032,不好，总有广告弹出！！,0,0,1,0,0,4325254,443827
3033,辣鸡，就是个广告播放,0,0,1,0,0,3411168,57971
3034,每打一关就会有广,0,0,1,0,0,3230298,77940
3035,不停地广告，垃,0,0,1,0,0,4307564,120586
3036,垃圾啊！更新后根本没法看广告得远程镜,0,0,1,0,0,2649126,33777
3037,广告还真,0,0,1,0,0,4706247,41938
3038,也是醉了之前用的好好的现在随便都能出来一坨广告？？手残下载就算了还自动下载真是够,1,0,1,0,0,1662610,57
3039,广告很多，不小心按倒就会下载安装包，还不知道下载到哪里去了，找都找不到！删除不,1,0,1,0,0,1770605,56615
3040,广告去,0,0,1,0,0,1469775,57
3041,新版的首页推荐都什么玩意儿？！各种八竿子打不着就骂人的、发色情广告的，全是些无用的垃圾！举报后居然还说帖子不涉及违规？？,0,0,1,0,0,3793455,315
3042,去你m的广告，真心,0,0,1,0,0,4407663,81942
3043,差的要死，一直是广告，垃圾垃圾垃,0,0,1,0,0,3682477,78473
3044,垃圾广告太多了，大家不要下载，后悔我不,0,0,1,0,0,4248279,443827
3045,广告太多，另外小米6一点菜谱收藏极大几率报错，不能再垃圾,0,0,1,0,0,4249775,34140
3046,广告有点多，总体还不,0,0,1,0,0,3508775,325275
3047,垃圾！不断的弹出广告，烦死了,0,0,1,0,0,2771169,79777
3048,开屏5秒广告，就是因为官方版广告受不,0,0,1,0,0,4089935,51676
3049,这是我玩过广告最过分的游戏,0,0,1,0,0,1254016,81745
3050,总是广告，一颗星都不想,0,0,1,0,0,3743302,95466
3051,这个除了广告还是广告,0,0,1,0,0,1436887,13256
3052,这是个垃圾，广告多，还玩不了，纯垃,0,0,1,0,0,1725732,74123
3053,不加广告会死,0,0,1,0,0,4273257,65122
3054,总是不经意下载不想要的东西，广告太多了太多了太多了，重要的是说三,1,0,1,0,0,1402588,74299
3055,好处是用不知道什么原因家里无线网小米自带浏览器打不开的网页打开了，坏处是弹窗广告去不掉不方便,0,0,1,0,0,3231160,32066
3056,垃圾，还有广告,0,0,1,0,0,2752980,84405
3057,首先，定时这个我实在搞不懂，也不显示个倒计时啥的，我老怕响一晚上，更睡不着了。还有这个α波，听着就瘆的慌，谁能睡着。这个软件到底需不需要带耳机？这个软件真的专业吗？为什么这么多广告弹窗？让我无法放心使用。我还想吐槽一下，我家的空调声音算是什么波..,0,0,1,0,0,607169,1218
3058,广告去不掉！差,0,0,1,0,0,3620877,57311
3059,广告多，应用设计差，质量不,0,0,1,0,0,2885291,76370
3060,我擦，更新之后有广告了。这都可以放广告，是在下输了,0,0,1,0,0,4609757,31067
3061,免费的是不错，但你的广告浏览量也上去了，能不能用心点,0,0,1,0,0,4643701,79883
3062,垃圾，还有广,0,0,1,0,0,2365508,120379
3063,广告太多了，推送也多，能不能会员免广告,0,0,1,0,0,3822025,75131
3064,广告做得越来越明显,0,0,1,0,0,3773835,83027
3065,垃圾垃圾垃圾，广告那么多  还自动下载应用 垃圾垃圾垃,1,0,1,0,0,3680733,315
3066,辣鸡游戏  兄弟们别下载  点进去  它直接弹出充值广告，你无论怎么取消都不行，直接点取消直接充值了28块  也罢28块给他们买棺材,0,0,1,0,0,2995313,84880
3067,总是不停的跳广告出来，不停的,0,0,1,0,0,3421768,60480
3068,卡死了一颗星都不想给干脆叫我的广告世,0,0,1,0,0,4962256,420781
3069,广告太多太多太,0,0,1,0,0,2784484,15771
3070,老出广,0,0,1,0,0,3641128,429388
3071,还可以，就是有广,0,0,1,0,0,3586597,325275
